transaction_id,user_id,transaction_date,region,product_category,sale_amount,city
T1717,U103,2024-03-10,West,Beauty,2788.64,Ahmedabad
T877,U61,2024-06-28,East,Furniture,25428.43,Bhubaneswar
T1308,U73,2024-03-15,East,Beauty,,Bhubaneswar
T1038,U299,2024-05-08,North,Electronics,4637.68,Jaipur
T1749,U99,2024-01-19,West,Grocery,85.81,Mumbai
T787,U179,2024-03-24,South,Beauty,2751.97,Hyderabad
T1922,U192,2024-05-11,South,Clothing,392.62,Kochi
T1935,U257,2024-01-20,South,Sports,1956.08,Chennai
T1068,U155,2024-06-01,West,Beauty,695.66,Mumbai
T925,U250,2024-06-14,East,Grocery,1291.64,Kolkata
T479,U206,2024-01-15,North,Clothing,614.65,Lucknow
T2021,U17,2024-05-25,East,Grocery,41.52,Bhubaneswar
T532,U26,2024-04-19,South,Electronics,18361.03,Bengaluru
T222,U147,2024-01-21,West,Furniture,35239.44,Surat
T1854,U127,2024-01-09,West,Sports,,Surat
T996,U224,2024-02-07,South,Furniture,23035.62,Bengaluru
T766,U128,2024-02-23,South,Grocery,540.7,Kochi
T250,U220,2024-01-20,North,Beauty,1308.05,Jaipur
T1502,U56,2024-01-05,East,Beauty,,Patna
T1093,U160,2024-06-13,South,Beauty,2057.57,Chennai
T1992,U19,2024-02-05,North,Grocery,1762.74,Delhi
T282,U274,2024-01-17,East,Beauty,547.16,Bhubaneswar
T438,U264,2024-06-27,West,Furniture,55207.35,Pune
T425,U71,2024-05-13,South,Furniture,38494.6,Bengaluru
T1706,U176,2024-05-04,South,Beauty,2907.64,Kochi
T1859,U114,2024-04-18,North,Clothing,4556.8,Chandigarh
T594,U71,2024-04-27,West,Clothing,747.26,Mumbai
T255,U246,2024-06-06,East,Sports,6243.09,Kolkata
T12,U237,2024-04-09,East,Clothing,4245.69,Bhubaneswar
T102,U139,2024-05-26,South,Furniture,49718.34,Kochi
T2031,U125,2024-05-03,West,Clothing,2593.89,Pune
T1552,U172,2024-05-06,South,Sports,5544.21,Bengaluru
T1096,U181,2024-03-11,West,Beauty,,Mumbai
T1809,U147,2024-03-11,West,Furniture,25840.33,Mumbai
T201,U159,2024-03-12,West,Grocery,1141.32,Pune
T1528,U293,2024-02-19,West,Beauty,2152.49,Surat
T1561,U186,2024-01-07,West,Beauty,1474.39,Ahmedabad
T1739,U174,2024-04-23,East,Sports,2528.0,Patna
T613,U85,2024-01-25,South,Grocery,675.17,Hyderabad
T1899,U79,2024-06-24,East,Electronics,21268.84,Kolkata
T568,U153,2024-02-05,East,Beauty,1271.89,Kolkata
T1208,U106,2024-03-06,North,Beauty,,Chandigarh
T89,U15,2024-04-11,South,Furniture,55252.96,Bengaluru
T1411,U142,2024-01-11,West,Furniture,29626.47,Pune
T614,U143,2024-01-17,East,Sports,3122.31,
T2096,U23,2024-04-01,West,Furniture,21275.81,Surat
T1492,U236,2024-03-10,North,Electronics,17811.22,Delhi
T838,U71,2024-01-24,South,Furniture,15181.29,Bengaluru
T1689,U208,2024-04-13,West,Sports,6618.94,Pune
T188,U32,2024-04-28,South,Sports,,Kochi
T609,U134,2024-06-11,West,Sports,7004.18,Pune
T630,U71,2024-04-20,North,Sports,5934.03,Lucknow
T2110,U144,2024-05-04,South,Clothing,4751.98,Bengaluru
T446,U24,2024-01-21,South,Electronics,46506.93,Chennai
T1511,U246,2024-01-17,South,Clothing,728.26,Chennai
T868,U26,2024-01-14,East,Sports,2382.39,Kolkata
T1563,U74,2024-05-14,East,Grocery,130.61,Kolkata
T1283,U216,2024-05-15,North,Furniture,,Delhi
T610,U266,2024-05-23,West,Sports,5854.22,Surat
T1003,U297,2024-02-19,East,Electronics,21179.71,Bhubaneswar
T1998,U177,2024-06-05,North,Furniture,52059.11,Lucknow
T395,U195,2024-02-05,North,Clothing,2566.99,Lucknow
T1722,U279,2024-05-10,West,Grocery,817.83,Surat
T971,U277,2024-06-10,South,Electronics,2333.61,Kochi
T1390,U196,2024-04-28,West,Beauty,1657.87,Ahmedabad
T1845,U218,2024-04-09,West,Furniture,43963.02,Ahmedabad
T1583,U196,2024-04-19,West,Grocery,320.04,Ahmedabad
T413,U106,2024-05-16,North,Electronics,22189.21,Chandigarh
T1971,U282,2024-04-12,East,Beauty,908.75,Patna
T473,U29,2024-04-28,East,Grocery,525.13,Patna
T1314,U67,2024-02-07,South,Clothing,3077.84,Hyderabad
T756,U43,2024-01-09,East,Sports,7462.98,Kolkata
T891,U269,2024-03-25,North,Electronics,41195.86,Jaipur
T1406,U214,2024-05-14,North,Grocery,369.27,Chandigarh
T2136,U13,2024-04-25,East,Clothing,2488.67,Patna
T994,U118,2024-01-11,East,Grocery,1480.74,Kolkata
T1548,U115,2024-01-08,South,Grocery,719.55,
T1881,U99,2024-03-10,South,Clothing,3197.6,Hyderabad
T1009,U208,2024-02-26,North,Sports,5122.21,
T713,U225,2024-01-07,North,Electronics,39305.99,Jaipur
T2114,U289,2024-01-10,West,Sports,1115.37,Surat
T974,U37,2024-01-24,East,Sports,299.64,Patna
T492,U156,2024-06-23,West,Clothing,911.95,Pune
T367,U195,2024-05-27,East,Beauty,1998.36,
T1886,U1,2024-03-03,West,Beauty,2440.98,Pune
T596,U184,2024-06-14,North,Electronics,27632.87,Jaipur
T269,U161,2024-06-09,East,Electronics,36915.91,Kolkata
T777,U102,2024-04-24,West,Furniture,23958.25,Pune
T1981,U16,2024-02-19,South,Grocery,1373.67,Kochi
T698,U244,2024-05-20,West,Electronics,24370.93,Mumbai
T91,U237,2024-02-02,North,Clothing,1215.97,Chandigarh
T13,U29,2024-02-27,West,Furniture,16796.71,Ahmedabad
T2092,U264,2024-03-25,North,Sports,1358.89,Chandigarh
T867,U179,2024-01-05,West,Clothing,4617.85,Ahmedabad
T1320,U206,2024-06-26,West,Grocery,1791.87,Pune
T2047,U277,2024-06-10,South,Electronics,2333.61,Kochi
T769,U234,2024-05-15,North,Grocery,654.87,Chandigarh
T1694,U220,2024-03-01,East,Electronics,8950.89,Patna
T65,U177,2024-06-26,North,Beauty,2954.28,Chandigarh
T64,U134,2024-02-19,North,Electronics,30030.28,Delhi
T1152,U92,2024-03-06,South,Furniture,8783.25,Hyderabad
T166,U187,2024-06-05,West,Clothing,3787.91,Ahmedabad
T1163,U256,2024-06-04,North,Clothing,3470.3,Delhi
T1892,U188,2024-04-25,North,Grocery,1241.61,Chandigarh
T8,U151,2024-06-20,North,Sports,696.01,Jaipur
T1740,U202,2024-01-27,South,Furniture,36744.67,Kochi
T1214,U265,2024-06-12,West,Grocery,1544.9,Surat
T1814,U124,2024-06-10,West,Clothing,3039.09,Ahmedabad
T930,U189,2024-01-19,South,Grocery,1465.77,Chennai
T437,U276,2024-02-11,North,Beauty,875.29,Lucknow
T1049,U79,2024-03-10,South,Sports,5377.42,Chennai
T1565,U218,2024-03-02,West,Furniture,50408.79,Mumbai
T519,U294,2024-04-28,West,Beauty,1022.83,Pune
T1685,U217,2024-02-10,East,Grocery,1196.22,Patna
T304,U14,2024-05-16,North,Sports,553.14,Jaipur
T405,U130,2024-06-05,South,Electronics,,Kochi
T167,U90,2024-02-05,North,Grocery,528.8,Lucknow
T234,U68,2024-05-13,East,Grocery,1666.06,Kolkata
T1363,U273,2024-02-15,West,Furniture,41730.46,Mumbai
T1439,U193,2024-01-26,North,Sports,1803.31,Jaipur
T2005,U120,2024-01-10,South,Grocery,30.83,Hyderabad
T622,U55,2024-01-06,South,Sports,5978.71,Bengaluru
T127,U158,2024-05-24,North,Electronics,23700.55,Chandigarh
T1776,U73,2024-01-08,South,Electronics,1553.84,Kochi
T847,U241,2024-06-21,North,Furniture,29995.29,Jaipur
T2000,U8,2024-06-03,North,Clothing,1190.86,Jaipur
T2132,U90,2024-04-08,East,Sports,3541.8,Bhubaneswar
T593,U5,2024-03-14,West,Beauty,1856.34,Ahmedabad
T181,U106,2024-01-27,East,Grocery,1629.84,Bhubaneswar
T729,U183,2024-02-25,West,Electronics,33952.7,Mumbai
T967,U149,2024-06-07,East,Electronics,48391.89,Bhubaneswar
T1082,U53,2024-06-06,West,Grocery,690.49,Ahmedabad
T190,U300,2024-05-23,North,Beauty,1638.61,Chandigarh
T1696,U242,2024-01-02,West,Grocery,1060.03,Ahmedabad
T1689,U208,2024-04-13,West,Sports,6618.94,Pune
T1465,U111,2024-02-20,East,Clothing,1531.5,Bhubaneswar
T751,U150,2024-06-09,South,Furniture,47077.47,Hyderabad
T1448,U87,2024-01-04,North,Grocery,1891.23,Chandigarh
T508,U274,2024-06-02,East,Furniture,,Bhubaneswar
T811,U167,2024-04-06,South,Beauty,1962.54,Chennai
T945,U223,2024-01-10,South,Sports,2628.16,Kochi
T1808,U65,2024-05-08,South,Beauty,854.81,Bengaluru
T1347,U235,2024-03-07,West,Furniture,4774.23,Pune
T1373,U292,2024-02-09,West,Sports,5616.08,Ahmedabad
T938,U141,2024-03-01,West,Beauty,2243.0,Pune
T1536,U196,2024-06-09,East,Grocery,662.04,Patna
T52,U136,2024-05-16,North,Electronics,31897.08,Delhi
T1593,U67,2024-04-12,North,Electronics,34268.94,
T1633,U67,2024-04-21,North,Grocery,,Jaipur
T1733,U52,2024-05-16,North,Furniture,,Lucknow
T2014,U74,2024-05-14,East,Grocery,130.61,Kolkata
T1768,U275,2024-05-02,West,Electronics,4292.28,Pune
T94,U21,2024-01-08,East,Beauty,541.91,Kolkata
T191,U233,2024-05-20,South,Sports,1048.15,Chennai
T1418,U272,2024-03-23,East,Furniture,37482.75,Patna
T1349,U252,2024-04-15,West,Clothing,3302.24,Mumbai
T1235,U66,2024-04-23,South,Sports,4178.51,Bengaluru
T1346,U244,2024-02-20,North,Beauty,2178.64,Jaipur
T1252,U51,2024-05-06,North,Grocery,526.0,Jaipur
T1304,U169,2024-02-04,South,Furniture,13944.95,Chennai
T339,U234,2024-05-02,South,Sports,320.9,Hyderabad
T1597,U239,2024-04-21,South,Electronics,9423.53,Chennai
T1671,U300,2024-04-21,South,Beauty,1630.01,Chennai
T1181,U237,2024-02-26,East,Electronics,4622.88,Patna
T73,U87,2024-06-03,North,Electronics,41011.96,Lucknow
T350,U225,2024-02-18,East,Grocery,1017.71,Kolkata
T1306,U247,2024-06-25,North,Grocery,812.62,Chandigarh
T1374,U69,2024-03-06,North,Electronics,17087.71,Chandigarh
T2055,U90,2024-01-01,East,Electronics,8609.72,Bhubaneswar
T1030,U226,2024-03-12,East,Beauty,2150.69,Kolkata
T243,U192,2024-02-13,West,Grocery,75.81,Ahmedabad
T1396,U64,2024-04-19,East,Furniture,57468.72,Kolkata
T1372,U112,2024-04-10,South,Sports,4359.03,Chennai
T791,U276,2024-04-07,South,Beauty,921.07,Bengaluru
T383,U107,2024-05-05,South,Clothing,979.76,Chennai
T716,U205,2024-03-22,South,Beauty,680.9,Kochi
T1529,U269,2024-03-10,East,Sports,,Patna
T249,U256,2024-05-18,West,Sports,1277.08,Pune
T110,U218,2024-06-18,North,Sports,3711.9,Lucknow
T2155,U283,2024-02-20,West,Clothing,2111.17,Mumbai
T1828,U253,2024-03-03,East,Sports,5399.42,Patna
T1381,U170,2024-03-08,East,Electronics,45378.29,Bhubaneswar
T2102,U81,2024-04-27,North,Sports,6564.27,Delhi
T686,U40,2024-05-09,South,Beauty,1276.94,Bengaluru
T1555,U76,2024-03-05,South,Sports,6405.28,Kochi
T1493,U96,2024-04-12,West,Furniture,,Mumbai
T940,U93,2024-05-28,West,Electronics,48383.61,Ahmedabad
T1322,U293,2024-02-27,North,Beauty,345.8,
T2015,U23,2024-01-08,West,Clothing,2038.3,Surat
T501,U77,2024-01-20,East,Clothing,2594.68,Bhubaneswar
T181,U106,2024-01-27,East,Grocery,1629.84,Bhubaneswar
T796,U107,2024-06-16,West,Sports,626.5,Surat
T268,U191,2024-04-25,West,Beauty,1164.15,Pune
T355,U77,2024-03-13,East,Furniture,15217.12,Bhubaneswar
T1929,U79,2024-06-18,North,Furniture,10400.46,Delhi
T2159,U202,2024-05-18,West,Grocery,1501.63,Ahmedabad
T1116,U77,2024-02-01,East,Furniture,29637.56,Patna
T435,U180,2024-06-20,South,Beauty,503.78,Bengaluru
T525,U194,2024-03-18,South,Furniture,,Chennai
T1531,U76,2024-03-05,North,Sports,7843.19,Delhi
T2151,U53,2024-02-18,North,Clothing,879.47,Lucknow
T1822,U161,2024-01-12,North,Electronics,14748.24,Jaipur
T277,U246,2024-05-14,South,Grocery,1945.31,Chennai
T2073,U169,2024-05-14,East,Grocery,1231.87,Bhubaneswar
T1270,U212,2024-05-23,South,Beauty,335.33,Kochi
T1458,U93,2024-05-23,East,Beauty,1396.98,Kolkata
T1395,U251,2024-03-21,West,Electronics,49627.39,Surat
T1224,U277,2024-05-09,East,Sports,3468.56,Patna
T1017,U177,2024-04-16,West,Sports,4325.45,Surat
T2148,U145,2024-03-22,West,Electronics,17146.04,Surat
T20,U137,2024-06-11,West,Furniture,,Ahmedabad
T588,U115,2024-06-05,East,Electronics,29689.8,Bhubaneswar
T11,U37,2024-05-21,East,Sports,2071.77,Bhubaneswar
T1357,U205,2024-02-13,West,Clothing,750.48,Mumbai
T804,U167,2024-03-14,South,Beauty,798.1,Hyderabad
T1457,U272,2024-04-03,West,Sports,7196.18,Pune
T836,U257,2024-03-26,West,Furniture,53533.72,Ahmedabad
T341,U177,2024-06-03,West,Furniture,2872.36,Mumbai
T83,U147,2024-02-09,North,Beauty,,Lucknow
T2033,U192,2024-01-18,East,Electronics,748.98,Kolkata
T673,U224,2024-03-27,North,Sports,5903.84,Jaipur
T1710,U64,2024-01-16,North,Furniture,21783.08,Delhi
T1398,U198,2024-04-24,East,Furniture,3035.95,Kolkata
T837,U16,2024-05-09,East,Clothing,4506.44,Kolkata
T444,U220,2024-02-16,North,Clothing,1821.22,Lucknow
T1410,U56,2024-06-06,West,Electronics,19197.56,Ahmedabad
T1856,U278,2024-05-05,West,Grocery,,Surat
T314,U75,2024-03-02,North,Clothing,4635.25,Delhi
T1963,U178,2024-04-05,South,Grocery,1073.84,Kochi
T948,U201,2024-04-25,East,Sports,4771.49,Bhubaneswar
T1412,U52,2024-01-02,North,Sports,4722.2,Delhi
T1579,U44,2024-05-19,West,Electronics,2878.42,Surat
T1769,U65,2024-04-06,North,Clothing,1878.4,Delhi
T502,U282,2024-04-02,West,Furniture,,Ahmedabad
T1436,U152,2024-02-16,South,Beauty,921.84,Bengaluru
T533,U219,2024-01-10,South,Electronics,1773.92,Bengaluru
T287,U248,2024-04-07,North,Clothing,4335.13,Jaipur
T1066,U248,2024-04-02,East,Electronics,39756.23,Kolkata
T1473,U51,2024-04-08,South,Electronics,9198.7,Chennai
T1767,U30,2024-02-08,West,Grocery,837.87,Mumbai
T1759,U31,2024-02-07,North,Grocery,997.24,Delhi
T978,U206,2024-03-04,East,Grocery,,Patna
T887,U158,2024-06-28,North,Clothing,2186.57,Delhi
T605,U245,2024-04-21,East,Grocery,1398.42,Kolkata
T637,U152,2024-02-25,West,Furniture,7046.32,Ahmedabad
T17,U71,2024-05-16,West,Electronics,8065.65,Mumbai
T507,U300,2024-02-06,West,Sports,2043.05,Pune
T618,U156,2024-05-18,East,Sports,3731.23,Bhubaneswar
T1221,U102,2024-03-03,West,Furniture,43780.82,Ahmedabad
T1079,U149,2024-04-07,West,Sports,3034.41,Surat
T2133,U50,2024-01-24,East,Furniture,12178.16,Bhubaneswar
T1871,U86,2024-02-15,West,Furniture,30215.89,Mumbai
T650,U229,2024-02-21,East,Sports,7102.43,Kolkata
T1550,U57,2024-02-04,North,Electronics,30976.99,
T685,U141,2024-06-09,East,Sports,3121.37,Patna
T114,U92,2024-03-01,East,Electronics,48727.6,Patna
T1698,U172,2024-04-16,North,Sports,3968.97,Lucknow
T404,U36,2024-04-22,South,Sports,,Bengaluru
T694,U242,2024-04-06,East,Beauty,513.87,Patna
T1866,U130,2024-04-10,North,Electronics,16411.43,Jaipur
T640,U161,2024-05-02,West,Grocery,1248.71,Ahmedabad
T740,U121,2024-05-14,South,Grocery,1604.07,Bengaluru
T1606,U153,2024-02-07,North,Furniture,29054.47,Chandigarh
T1847,U294,2024-02-18,East,Electronics,47419.95,Bhubaneswar
T1947,U190,2024-03-14,North,Electronics,27366.05,Lucknow
T790,U10,2024-05-28,North,Clothing,3660.82,Jaipur
T2037,U59,2024-06-14,North,Furniture,56656.1,Delhi
T1488,U27,2024-04-16,South,Clothing,4854.7,Bengaluru
T1704,U231,2024-05-06,North,Clothing,2076.93,Lucknow
T688,U226,2024-02-08,West,Grocery,317.48,Ahmedabad
T1613,U108,2024-02-22,West,Clothing,277.72,Ahmedabad
T1185,U7,2024-02-21,South,Sports,3329.97,Kochi
T1995,U66,2024-02-20,North,Clothing,3256.46,Chandigarh
T1180,U130,2024-03-09,West,Electronics,37155.55,Mumbai
T1846,U174,2024-06-27,West,Furniture,25178.88,Ahmedabad
T1979,U200,2024-05-17,East,Furniture,22774.79,Kolkata
T2158,U250,2024-05-02,West,Sports,5522.54,Pune
T776,U128,2024-04-25,South,Sports,7957.1,Bengaluru
T1507,U53,2024-06-24,East,Beauty,1923.83,Kolkata
T1994,U157,2024-04-23,South,Grocery,1492.59,Hyderabad
T949,U100,2024-05-11,East,Beauty,130.68,Patna
T175,U70,2024-04-15,North,Beauty,2252.58,Chandigarh
T1546,U80,2024-02-02,North,Electronics,41333.78,
T1245,U174,2024-05-02,South,Sports,844.96,Hyderabad
T485,U23,2024-02-28,South,Furniture,58498.73,Hyderabad
T2025,U211,2024-06-28,West,Sports,4645.0,Mumbai
T1126,U143,2024-02-12,South,Clothing,301.16,Hyderabad
T41,U30,2024-05-24,West,Electronics,2982.05,Ahmedabad
T792,U210,2024-06-11,West,Beauty,2010.78,Mumbai
T456,U78,2024-04-20,South,Electronics,44881.35,Bengaluru
T151,U42,2024-03-28,South,Sports,5791.93,Hyderabad
T1088,U168,2024-02-10,West,Sports,6050.14,Mumbai
T1595,U288,2024-01-05,West,Furniture,10334.14,Ahmedabad
T1634,U114,2024-03-07,East,Furniture,46453.1,Bhubaneswar
T707,U248,2024-03-10,North,Sports,1233.84,Chandigarh
T1664,U178,2024-04-03,North,Beauty,236.51,Chandigarh
T717,U8,2024-06-23,West,Beauty,925.03,Mumbai
T1376,U7,2024-02-01,West,Grocery,1481.07,Ahmedabad
T1045,U269,2024-03-03,South,Electronics,20768.3,Chennai
T1329,U129,2024-03-24,North,Sports,4891.67,Jaipur
T820,U250,2024-04-21,East,Beauty,2991.53,Bhubaneswar
T163,U26,2024-05-24,South,Grocery,,Hyderabad
T1818,U190,2024-06-21,South,Clothing,2305.22,Kochi
T2059,U61,2024-04-08,West,Electronics,11589.05,Ahmedabad
T546,U291,2024-05-19,West,Beauty,2360.68,Mumbai
T1631,U166,2024-02-03,West,Furniture,1680.75,Mumbai
T426,U89,2024-05-06,South,Grocery,,Hyderabad
T1877,U243,2024-01-11,South,Grocery,951.58,Bengaluru
T1441,U154,2024-06-28,East,Beauty,1237.63,Kolkata
T164,U181,2024-02-21,East,Clothing,3453.27,Bhubaneswar
T597,U107,2024-06-16,North,Electronics,1131.1,Jaipur
T104,U125,2024-04-19,South,Electronics,24968.17,Hyderabad
T1657,U112,2024-01-18,North,Beauty,2688.73,Delhi
T297,U198,2024-05-15,North,Grocery,1950.66,Delhi
T180,U11,2024-01-26,North,Grocery,1578.22,Jaipur
T1133,U34,2024-03-14,North,Sports,364.7,Chandigarh
T347,U178,2024-02-09,East,Electronics,2094.76,Bhubaneswar
T487,U291,2024-01-14,East,Clothing,1452.76,Kolkata
T458,U72,2024-02-09,West,Beauty,1842.9,Pune
T598,U46,2024-01-27,South,Electronics,39086.55,Bengaluru
T857,U93,2024-05-23,East,Furniture,20084.2,Patna
T842,U163,2024-01-18,West,Clothing,4229.71,Pune
T1290,U194,2024-03-28,West,Electronics,45996.23,Pune
T68,U170,2024-05-11,West,Beauty,,Ahmedabad
T853,U234,2024-01-08,South,Beauty,1223.45,Chennai
T1730,U95,2024-02-27,North,Sports,4994.69,Chandigarh
T1178,U268,2024-04-10,West,Electronics,25914.02,Mumbai
T1215,U265,2024-01-03,North,Furniture,58934.75,Lucknow
T2061,U55,2024-01-06,South,Sports,5978.71,Bengaluru
T1127,U18,2024-06-22,West,Clothing,2853.09,Pune
T321,U274,2024-06-24,West,Furniture,53052.45,Pune
T1143,U233,2024-06-16,West,Sports,1744.69,Pune
T1962,U169,2024-05-13,South,Clothing,1834.86,Chennai
T55,U77,2024-05-02,North,Furniture,8519.29,Jaipur
T9,U117,2024-03-03,East,Furniture,17400.44,Kolkata
T1419,U244,2024-05-14,East,Sports,7666.75,Kolkata
T2128,U174,2024-02-08,South,Clothing,666.2,Bengaluru
T1682,U272,2024-04-12,North,Beauty,343.79,Delhi
T100,U7,2024-04-27,South,Furniture,57686.47,Chennai
T1194,U249,2024-05-19,South,Sports,626.53,Bengaluru
T1637,U135,2024-02-03,West,Clothing,4581.05,Surat
T954,U290,2024-02-04,East,Clothing,2441.39,Patna
T753,U12,2024-02-24,East,Clothing,4714.1,Bhubaneswar
T1961,U167,2024-02-03,North,Beauty,1320.22,Chandigarh
T1630,U65,2024-05-04,South,Beauty,561.25,Hyderabad
T2091,U285,2024-06-23,South,Grocery,607.48,Bengaluru
T2111,U221,2024-01-01,West,Grocery,1031.14,Ahmedabad
T2042,U205,2024-02-13,West,Clothing,750.48,Mumbai
T2068,U187,2024-04-01,North,Sports,2769.85,Lucknow
T2090,U68,2024-06-06,West,Clothing,3120.05,Pune
T1330,U71,2024-06-24,North,Clothing,1552.86,Delhi
T757,U200,2024-03-08,East,Clothing,2327.17,Bhubaneswar
T871,U34,2024-03-16,East,Sports,6896.35,Kolkata
T480,U234,2024-01-12,East,Beauty,2375.07,Patna
T325,U58,2024-03-06,South,Sports,1611.66,Hyderabad
T1110,U103,2024-04-13,North,Sports,6143.02,Chandigarh
T155,U29,2024-03-12,North,Grocery,503.51,Chandigarh
T1122,U122,2024-05-04,North,Beauty,2237.99,Lucknow
T1672,U296,2024-04-22,South,Clothing,3908.69,Hyderabad
T1155,U135,2024-05-27,North,Furniture,53667.64,Lucknow
T895,U160,2024-01-19,North,Clothing,1162.67,Jaipur
T1894,U185,2024-05-07,West,Clothing,651.72,Ahmedabad
T160,U154,2024-06-14,North,Clothing,1156.24,Chandigarh
T960,U18,2024-01-03,North,Electronics,44877.36,Chandigarh
T1952,U269,2024-05-15,West,Clothing,1989.42,Mumbai
T1957,U243,2024-02-25,South,Sports,5557.58,Hyderabad
T764,U245,2024-03-01,South,Beauty,770.52,Hyderabad
T280,U85,2024-02-11,East,Beauty,2695.29,Patna
T177,U144,2024-01-23,North,Furniture,27237.06,Jaipur
T1485,U4,2024-06-14,North,Sports,5340.22,Jaipur
T582,U245,2024-04-01,West,Sports,3078.85,
T942,U86,2024-02-19,North,Sports,2225.5,Delhi
T1607,U83,2024-06-14,North,Electronics,28264.97,Chandigarh
T711,U33,2024-03-08,North,Beauty,209.49,Delhi
T25,U44,2024-06-16,West,Grocery,,Pune
T1173,U289,2024-05-14,West,Clothing,3146.57,Surat
T185,U90,2024-03-02,East,Furniture,32039.05,Bhubaneswar
T1036,U283,2024-01-10,West,Beauty,2538.54,Surat
T530,U81,2024-01-04,North,Grocery,830.37,Jaipur
T1391,U284,2024-06-06,North,Furniture,19044.99,Chandigarh
T1796,U105,2024-03-19,North,Electronics,32273.41,Chandigarh
T161,U197,2024-04-04,East,Beauty,1140.98,Patna
T1588,U255,2024-01-26,West,Clothing,2826.25,Pune
T879,U145,2024-03-26,West,Clothing,2632.11,Ahmedabad
T870,U154,2024-03-12,South,Furniture,50755.27,Chennai
T1206,U54,2024-06-02,South,Electronics,48745.66,Kochi
T1883,U111,2024-03-06,North,Grocery,1597.83,Delhi
T423,U44,2024-06-05,North,Grocery,624.65,Delhi
T1213,U117,2024-02-26,South,Furniture,53985.85,Kochi
T1965,U293,2024-01-21,South,Electronics,10773.78,Hyderabad
T911,U221,2024-04-19,North,Grocery,1331.97,Jaipur
T1379,U228,2024-06-11,East,Clothing,3289.29,
T2067,U265,2024-05-01,North,Clothing,646.45,Jaipur
T556,U26,2024-03-23,East,Clothing,,Patna
T2087,U187,2024-06-17,South,Beauty,2710.01,Kochi
T482,U126,2024-02-01,South,Grocery,1092.26,Chennai
T1075,U93,2024-03-13,South,Beauty,759.91,Bengaluru
T403,U282,2024-01-24,South,Furniture,,Bengaluru
T219,U289,2024-05-15,North,Grocery,890.73,Lucknow
T1629,U89,2024-04-11,East,Grocery,217.16,Patna
T1890,U143,2024-06-05,South,Furniture,42010.89,Kochi
T384,U124,2024-05-27,South,Furniture,45580.95,Hyderabad
T419,U106,2024-03-25,West,Beauty,642.18,Mumbai
T1356,U23,2024-04-01,West,Furniture,21275.81,Surat
T2060,U151,2024-01-15,West,Clothing,4162.26,Pune
T562,U68,2024-06-06,West,Clothing,3120.05,Pune
T881,U15,2024-02-07,North,Sports,,Lucknow
T1354,U112,2024-04-14,West,Electronics,37892.14,Ahmedabad
T980,U87,2024-06-12,East,Grocery,,Patna
T803,U81,2024-05-20,South,Clothing,2840.39,Hyderabad
T676,U101,2024-03-24,West,Electronics,42554.57,Mumbai
T1679,U263,2024-02-25,South,Electronics,14253.0,Bengaluru
T1008,U293,2024-06-19,West,Furniture,46538.27,Surat
T583,U8,2024-03-25,East,Sports,182.37,Kolkata
T1248,U10,2024-01-22,East,Clothing,,Kolkata
T730,U253,2024-05-01,West,Clothing,3179.2,Surat
T1060,U84,2024-01-07,East,Grocery,1666.52,Bhubaneswar
T1612,U97,2024-04-23,East,Furniture,13752.1,Bhubaneswar
T1643,U275,2024-01-17,East,Clothing,750.98,Kolkata
T1718,U237,2024-05-06,South,Electronics,7361.19,Kochi
T1576,U54,2024-01-12,North,Grocery,578.77,Delhi
T1070,U143,2024-05-12,North,Beauty,2364.33,Jaipur
T409,U221,2024-01-01,West,Grocery,1031.14,Ahmedabad
T682,U184,2024-01-08,South,Electronics,13585.68,Bengaluru
T334,U242,2024-05-26,East,Sports,6074.71,Kolkata
T1247,U99,2024-05-18,West,Furniture,,Pune
T1848,U169,2024-02-20,West,Furniture,6324.91,Mumbai
T475,U23,2024-01-08,West,Clothing,2038.3,Surat
T2116,U229,2024-05-12,North,Grocery,1431.54,
T311,U127,2024-03-18,North,Clothing,3901.64,Jaipur
T1666,U53,2024-01-08,West,Grocery,228.17,Mumbai
T752,U186,2024-06-19,South,Grocery,384.09,Kochi
T1732,U124,2024-02-17,East,Furniture,18112.14,Patna
T1692,U245,2024-06-10,East,Clothing,3470.92,Kolkata
T432,U188,2024-05-27,West,Beauty,733.77,Surat
T416,U283,2024-02-11,South,Grocery,1599.56,Kochi
T2011,U40,2024-03-09,East,Sports,4042.05,Bhubaneswar
T362,U105,2024-04-08,North,Furniture,28508.78,
T642,U151,2024-04-06,West,Grocery,1475.46,Pune
T861,U23,2024-02-11,East,Grocery,374.16,Kolkata
T129,U21,2024-04-24,North,Electronics,5020.68,Lucknow
T1804,U295,2024-03-08,North,Clothing,1308.28,Jaipur
T233,U80,2024-01-10,West,Sports,2793.6,Mumbai
T1617,U84,2024-05-14,South,Sports,,Hyderabad
T555,U15,2024-02-07,East,Grocery,85.48,
T1272,U193,2024-05-12,South,Sports,7872.79,Bengaluru
T421,U271,2024-06-11,South,Beauty,431.27,Kochi
T471,U138,2024-06-04,West,Furniture,17046.86,Ahmedabad
T44,U292,2024-02-19,West,Furniture,39785.02,Mumbai
T1313,U191,2024-06-06,South,Electronics,7649.4,Chennai
T308,U242,2024-06-24,West,Beauty,,Pune
T825,U192,2024-02-25,West,Sports,578.12,Mumbai
T1404,U177,2024-02-09,East,Furniture,42241.53,Bhubaneswar
T1466,U217,2024-01-18,North,Furniture,39336.37,Lucknow
